game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score
2024-08-11,83.6,-1.33,6.16,"Glasnow, Tyler",678225,607192,strikeout,foul_tip,7,L,R,LAD,PIT,S,2,NA,2,2,-0.47,1.79,642133,NA,NA,2,7,Top,3.2,1.49,NA,NA,NA,85.2,2803,57,6,Curveball,4,2,2,4
2024-08-11,92.1,1.06,4.82,"Sears, JP",676914,676664,walk,ball,12,R,L,TOR,OAK,B,NA,NA,3,2,0.97,3.67,NA,NA,687462,0,8,Bot,2.92,1.58,NA,NA,NA,91.8,2072,64,8,4-Seam Fastball,1,8,1,8
2024-08-11,95.6,-1.53,6.01,"Glasnow, Tyler",678225,607192,NA,foul,2,L,R,LAD,PIT,S,NA,NA,2,2,-0.18,2.88,642133,NA,NA,2,7,Top,3.2,1.49,312,89.9,30,97.8,2418,57,5,4-Seam Fastball,4,2,2,4
2024-08-11,83.7,2.03,5.81,"Sánchez, Cristopher",677950,650911,single,hit_into_play,5,L,L,AZ,PHI,X,3,ground_ball,1,2,0.07,2.58,NA,NA,621028,2,5,Bot,3.28,1.48,2,75.6,-48,85.2,2008,47,4,Changeup,5,2,5,2
2024-08-11,86.1,-2.43,5.35,"Schwellenbach, Spencer",607732,680885,strikeout,called_strike,3,R,R,COL,ATL,S,2,NA,0,2,0.28,3.22,NA,NA,NA,2,6,Bot,3.25,1.4,NA,NA,NA,87.6,2568,50,3,Slider,2,3,2,3
2024-08-11,83.4,1.31,4.4,"Sears, JP",676914,676664,NA,ball,12,R,L,TOR,OAK,B,NA,NA,2,2,0.42,3.96,NA,NA,687462,0,8,Bot,2.97,1.52,NA,NA,NA,83.3,1832,64,7,Changeup,1,8,1,8
2024-08-11,95.5,-2.27,5.12,"Castillo, Luis",578428,622491,field_out,hit_into_play,8,R,R,SEA,NYM,X,9,fly_ball,2,0,0.18,1.95,NA,NA,NA,2,6,Top,3.18,1.4,242,80,43,93.6,2178,47,3,4-Seam Fastball,4,1,1,4
2024-08-11,89.5,-1.82,6.01,"Glasnow, Tyler",678225,607192,NA,called_strike,3,L,R,LAD,PIT,S,NA,NA,2,1,0.41,2.83,642133,NA,NA,2,7,Top,3.06,1.4,NA,NA,NA,91.6,2728,57,4,Slider,4,2,2,4
2024-08-11,78.2,-2.46,5.13,"Schwellenbach, Spencer",607732,680885,NA,called_strike,5,R,R,COL,ATL,S,NA,NA,0,1,0.27,2.17,NA,NA,NA,2,6,Bot,3.27,1.37,NA,NA,NA,79.2,2382,50,2,Curveball,2,3,2,3
2024-08-11,88.3,-1.8,5.96,"Glasnow, Tyler",678225,607192,NA,swinging_strike,5,L,R,LAD,PIT,S,NA,NA,2,0,0.12,2.59,642133,NA,NA,2,7,Top,3.2,1.49,NA,NA,NA,90.6,2677,57,3,Slider,4,2,2,4
2024-08-11,86.2,-2.41,4.88,"Castillo, Luis",578428,622491,NA,ball,14,R,R,SEA,NYM,B,NA,NA,1,0,1.85,1.61,NA,NA,NA,2,6,Top,3.12,1.44,NA,NA,NA,85.5,2427,47,2,Slider,4,1,1,4
2024-08-11,84.5,1.97,5.92,"Sánchez, Cristopher",677950,650911,NA,ball,12,L,L,AZ,PHI,B,NA,NA,0,2,1.63,2.45,NA,NA,621028,2,5,Bot,3.18,1.36,NA,NA,NA,85.8,2014,47,3,Changeup,5,2,5,2
2024-08-11,97.7,-1.82,6.05,"Brown, Hunter",677800,686613,walk,ball,12,L,R,BOS,HOU,B,NA,NA,3,2,0.35,4.15,678882,666152,680776,1,6,Bot,3.44,1.65,NA,NA,NA,98.8,2387,55,6,4-Seam Fastball,0,10,0,10
