game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score
2024-07-31,88.9,-1.49,4.87,"Webb, Logan",664913,657277,field_out,hit_into_play,13,L,R,SF,OAK,X,4,ground_ball,1,2,-0.57,1.49,NA,NA,647351,2,9,Top,3.49,1.69,5,93.3,-18,90.6,1366,64,4,Changeup,1,0,0,1
2024-07-31,85.9,-1.74,4.76,"Webb, Logan",664913,657277,NA,swinging_strike,13,L,R,SF,OAK,S,NA,NA,1,1,-0.97,1.32,NA,NA,647351,2,9,Top,3.49,1.69,NA,NA,NA,87.6,1537,64,3,Changeup,1,0,0,1
2024-07-31,86.9,-1.65,4.83,"Webb, Logan",664913,657277,NA,ball,13,L,R,SF,OAK,B,NA,NA,0,1,-1.89,1.73,NA,NA,647351,2,9,Top,3.4,1.64,NA,NA,NA,88.1,1452,64,2,Changeup,1,0,0,1
2024-07-31,95.1,3.52,5.55,"Lodolo, Nick",664023,666157,home_run,hit_into_play,4,R,L,CIN,CHC,X,NA,fly_ball,1,2,-0.37,2.77,691718,NA,NA,2,6,Top,3.49,1.57,424,105.3,28,94.5,2341,47,5,4-Seam Fastball,3,6,6,3
2024-07-31,88.4,-1.48,4.88,"Webb, Logan",664913,657277,NA,foul,14,L,R,SF,OAK,S,NA,NA,0,0,0.33,1.47,NA,NA,647351,2,9,Top,3.49,1.69,63,35.3,29,89.6,1450,64,1,Changeup,1,0,0,1
2024-07-31,83.8,-1.39,5.71,"López, Pablo",643446,641154,field_out,hit_into_play,13,L,R,NYM,MIN,X,4,ground_ball,2,2,-1.06,1.46,NA,NA,502110,2,6,Bot,3.53,1.65,6,89.2,-14,84.9,2852,51,8,Curveball,2,7,2,7
2024-07-31,92.7,-1.53,5.06,"Webb, Logan",647351,657277,single,hit_into_play,8,L,R,SF,OAK,X,9,ground_ball,0,0,-0.09,1.94,NA,NA,NA,2,9,Top,3.34,1.61,25,105.1,-3,93.6,2061,63,1,Sinker,1,0,0,1
2024-07-31,91.5,-1.64,5.35,"López, Pablo",643446,641154,NA,foul,13,L,R,NYM,MIN,S,NA,NA,2,2,-0.19,1.45,NA,NA,502110,2,6,Bot,3.53,1.65,NA,NA,NA,92.9,2155,51,7,Changeup,2,7,2,7
2024-07-31,89.8,3.57,5.41,"Lodolo, Nick",664023,666157,NA,foul,9,R,L,CIN,CHC,S,NA,NA,1,2,0.41,2.17,691718,NA,NA,2,6,Top,3.49,1.57,NA,NA,NA,89.7,1895,47,4,Changeup,3,6,6,3
2024-07-31,98.2,-0.89,6.17,"Cease, Dylan",606192,656302,strikeout,swinging_strike,14,R,R,SD,LAD,S,2,NA,2,2,1.13,2.01,NA,NA,666158,1,6,Top,3.58,1.66,NA,NA,NA,97.9,2455,48,7,4-Seam Fastball,7,1,1,7
2024-07-31,93.3,-1.34,5.05,"Webb, Logan",669127,657277,field_out,hit_into_play,6,R,R,SF,OAK,X,6,ground_ball,0,0,0.52,2.16,NA,NA,NA,1,9,Top,3.29,1.45,7,104.6,-18,94.9,1988,62,1,Sinker,1,0,0,1
2024-07-31,96.7,-1.68,5.26,"López, Pablo",643446,641154,NA,foul,11,L,R,NYM,MIN,S,NA,NA,2,2,-1.24,3.34,NA,NA,502110,2,6,Bot,3.53,1.65,NA,NA,NA,98.8,2205,51,6,4-Seam Fastball,2,7,2,7
2024-07-31,88.3,-3.31,4.85,"Peralta, Freddy",518595,642547,strikeout,swinging_strike,13,R,R,MIL,ATL,S,2,NA,1,2,-1.02,0.81,NA,NA,621566,2,6,Top,3.53,1.57,NA,NA,NA,88.7,1561,44,6,Changeup,2,2,2,2
2024-07-31,95.1,3.72,5.47,"Lodolo, Nick",664023,666157,NA,ball,11,R,L,CIN,CHC,B,NA,NA,0,2,-0.24,3.75,NA,NA,691718,2,6,Top,3.48,1.64,NA,NA,NA,94.2,2213,47,3,4-Seam Fastball,3,6,6,3
2024-07-31,88.3,3.57,5.4,"Lodolo, Nick",664023,666157,NA,foul,3,R,L,CIN,CHC,S,NA,NA,0,1,0.62,3.05,NA,NA,691718,2,6,Top,3.49,1.57,186,72.5,21,88.2,1740,47,2,Changeup,3,6,6,3
2024-07-31,96.9,-2.9,5.17,"Peralta, Freddy",518595,642547,NA,foul,8,R,R,MIL,ATL,S,NA,NA,1,2,-0.24,1.97,NA,NA,621566,2,6,Top,3.53,1.57,1,78.4,-61,98.2,2403,44,5,4-Seam Fastball,2,2,2,2
2024-07-31,98,2.86,4.94,"Sale, Chris",686217,519242,walk,ball,13,L,L,MIL,ATL,B,NA,NA,3,1,-0.94,1.13,NA,663368,NA,2,6,Bot,2.98,1.44,NA,NA,NA,98,2330,48,5,Sinker,2,2,2,2
2024-07-31,89,-1.47,4.82,"Webb, Logan",667670,657277,field_out,hit_into_play,7,R,R,SF,OAK,X,5,line_drive,1,2,-0.3,1.76,NA,NA,NA,0,9,Top,3.58,1.71,135,105.1,8,90.3,1477,61,4,Changeup,1,0,0,1
2024-07-31,95.4,-1.57,5.33,"López, Pablo",643446,641154,NA,foul,1,L,R,NYM,MIN,S,NA,NA,2,2,-0.56,3.26,NA,NA,502110,2,6,Bot,3.53,1.65,168,74,62,97.4,2172,51,5,4-Seam Fastball,2,7,2,7
