game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score
2024-05-30,76.9,-2.41,5.25,"Flaherty, Jack",646240,656427,field_out,hit_into_play,13,L,R,BOS,DET,X,9,fly_ball,3,2,-0.08,1.03,NA,NA,608701,1,7,Bot,3.45,1.57,298,94.7,40,76.9,2474,48,6,Knuckle Curve,0,2,0,2
2024-05-30,84.7,-2.66,5.24,"Flaherty, Jack",646240,656427,NA,swinging_strike,13,L,R,BOS,DET,S,NA,NA,3,1,-0.72,0.78,NA,NA,608701,1,7,Bot,3.45,1.57,NA,NA,NA,85,2528,48,5,Slider,0,2,0,2
2024-05-30,90.1,0.9,5.98,"Sandoval, Patrick",519317,663776,field_out,hit_into_play,2,R,L,LAA,NYY,X,9,line_drive,2,2,0.25,3.08,NA,665742,NA,2,6,Top,3.55,1.74,287,105.1,12,90.5,2551,38,6,Slider,1,2,2,1
2024-05-30,73.1,2.61,5.85,"Harris, Hogan",676356,663687,field_out,hit_into_play,14,R,L,TB,OAK,X,6,ground_ball,2,2,1.08,2.44,NA,NA,NA,1,6,Bot,3.3,1.58,8,94.3,-18,72.4,2539,50,5,Curveball,3,4,3,4
2024-05-30,93.4,-2.45,5.61,"Flaherty, Jack",646240,656427,NA,ball,11,L,R,BOS,DET,B,NA,NA,2,1,-1.94,3.05,NA,NA,608701,1,7,Bot,3.42,1.57,NA,NA,NA,94,2325,48,4,4-Seam Fastball,0,2,0,2
2024-05-30,85.2,-2.67,5.15,"Flaherty, Jack",646240,656427,NA,ball,14,L,R,BOS,DET,B,NA,NA,1,1,0.14,1.09,NA,NA,608701,1,7,Bot,3.36,1.48,NA,NA,NA,85.8,2541,48,3,Slider,0,2,0,2
2024-05-30,86.1,0.74,5.81,"Sandoval, Patrick",519317,663776,NA,ball,13,R,L,LAA,NYY,B,NA,NA,1,2,-1.24,-1.12,NA,NA,665742,2,6,Top,3.64,1.74,NA,NA,NA,86.1,1588,38,5,Changeup,1,2,2,1
2024-05-30,94,2.24,5.96,"Harris, Hogan",676356,663687,NA,ball,13,R,L,TB,OAK,B,NA,NA,1,2,-1.27,2.18,NA,NA,NA,1,6,Bot,3.33,1.54,NA,NA,NA,93.9,2154,50,4,4-Seam Fastball,3,4,3,4
2024-05-30,95.7,0.74,6.08,"Sandoval, Patrick",519317,663776,NA,foul,12,R,L,LAA,NYY,S,NA,NA,1,2,0.07,3.94,NA,NA,665742,2,6,Top,3.55,1.74,258,77.8,34,95.6,2184,38,4,4-Seam Fastball,1,2,2,1
2024-05-30,78.4,-2.46,5.36,"Flaherty, Jack",646240,656427,NA,foul,14,L,R,BOS,DET,S,NA,NA,1,0,0.02,1.12,NA,NA,608701,1,7,Bot,3.45,1.57,2,79.3,-36,78.3,2449,48,2,Knuckle Curve,0,2,0,2
2024-05-30,71.7,2.7,5.85,"Harris, Hogan",676356,663687,NA,called_strike,3,R,L,TB,OAK,S,NA,NA,1,1,0.81,2.94,NA,NA,NA,1,6,Bot,3.18,1.46,NA,NA,NA,71.1,2645,50,3,Curveball,3,4,3,4
2024-05-30,86.7,-0.99,5.84,"Gilbert, Logan",547989,669302,strikeout,swinging_strike,14,R,R,SEA,HOU,S,2,NA,2,2,0.71,1.46,NA,NA,605170,2,6,Top,3.41,1.6,NA,NA,NA,88.3,1756,46,6,Slider,0,4,4,0
2024-05-30,90.2,0.78,6.01,"Sandoval, Patrick",519317,663776,NA,swinging_strike,5,R,L,LAA,NYY,S,NA,NA,1,1,-0.27,2.91,NA,NA,665742,2,6,Top,3.55,1.74,NA,NA,NA,90.5,2578,38,3,Slider,1,2,2,1
2024-05-30,80.9,2.58,5.73,"Harris, Hogan",676356,663687,NA,foul,12,R,L,TB,OAK,S,NA,NA,1,0,1,2.59,NA,NA,NA,1,6,Bot,3.3,1.58,153,70.7,68,80.8,1949,50,2,Changeup,3,4,3,4
2024-05-30,82.8,-1.21,5.61,"Gilbert, Logan",547989,669302,NA,blocked_ball,14,R,R,SEA,HOU,B,NA,NA,1,2,0.43,0.27,NA,NA,605170,2,6,Top,3.37,1.41,NA,NA,NA,85,656,46,5,Split-Finger,0,4,4,0
2024-05-30,84.6,-2.59,5.21,"Flaherty, Jack",646240,656427,NA,ball,13,L,R,BOS,DET,B,NA,NA,0,0,-1.16,2.32,NA,NA,608701,1,7,Bot,3.45,1.57,NA,NA,NA,85.2,2481,48,1,Slider,0,2,0,2
2024-05-30,94.9,-0.54,5.88,"Gilbert, Logan",547989,669302,NA,foul,12,R,R,SEA,HOU,S,NA,NA,1,2,0.93,2.77,NA,NA,605170,2,6,Top,3.41,1.6,279,87.1,44,97.5,1805,46,4,4-Seam Fastball,0,4,4,0
2024-05-30,94.5,-2.2,5.5,"Flaherty, Jack",608701,656427,single,hit_into_play,5,R,R,BOS,DET,X,7,line_drive,3,2,0.12,2.87,NA,NA,NA,1,7,Bot,3.54,1.61,174,107.6,10,95.4,2270,47,9,4-Seam Fastball,0,2,0,2
2024-05-30,82.4,0.87,5.94,"Sandoval, Patrick",519317,663776,NA,called_strike,2,R,L,LAA,NYY,S,NA,NA,1,0,0.12,3.59,NA,NA,665742,2,6,Top,3.73,1.74,NA,NA,NA,82.3,1569,38,2,Changeup,1,2,2,1
2024-05-30,80.5,2.67,5.74,"Harris, Hogan",676356,663687,NA,ball,12,R,L,TB,OAK,B,NA,NA,0,0,1.59,3.17,NA,NA,NA,1,6,Bot,3.28,1.52,NA,NA,NA,80.8,2025,50,1,Changeup,3,4,3,4
2024-05-30,93,-1.43,5.52,"Gilbert, Logan",547989,669302,NA,foul,6,R,R,SEA,HOU,S,NA,NA,1,1,0.51,2.48,NA,NA,605170,2,6,Top,3.41,1.6,187,74.6,20,95.7,1409,46,3,Sinker,0,4,4,0
2024-05-30,70.7,2.42,5.94,"Harris, Hogan",670623,663687,field_out,hit_into_play,14,R,L,TB,OAK,X,6,ground_ball,1,2,1.03,1.27,NA,NA,NA,0,6,Bot,3.29,1.59,32,88.3,0,70,2496,49,5,Curveball,3,4,3,4
2024-05-30,82.4,0.97,5.9,"Sandoval, Patrick",519317,663776,NA,ball,12,R,L,LAA,NYY,B,NA,NA,0,0,1.09,4.51,NA,NA,665742,2,6,Top,3.76,1.74,NA,NA,NA,82.3,1529,38,1,Changeup,1,2,2,1
2024-05-30,77.3,-2.47,5.31,"Flaherty, Jack",608701,656427,NA,foul,4,R,R,BOS,DET,S,NA,NA,3,2,-0.43,2.28,NA,NA,NA,1,7,Bot,3.54,1.61,31,76.5,-2,77.3,2521,47,8,Knuckle Curve,0,2,0,2
2024-05-30,95.2,-2.1,5.56,"Flaherty, Jack",608701,656427,NA,foul,2,R,R,BOS,DET,S,NA,NA,3,2,-0.16,2.94,NA,NA,NA,1,7,Bot,3.54,1.61,NA,NA,NA,96,2287,47,7,4-Seam Fastball,0,2,0,2
2024-05-30,87.2,-0.91,5.74,"Gilbert, Logan",547989,669302,NA,blocked_ball,14,R,R,SEA,HOU,B,NA,NA,0,1,1.62,0.83,NA,NA,605170,2,6,Top,3.4,1.55,NA,NA,NA,89.2,1915,46,2,Slider,0,4,4,0
2024-05-30,93.6,2.21,5.93,"Harris, Hogan",670623,663687,NA,ball,11,R,L,TB,OAK,B,NA,NA,0,2,-0.85,2.89,NA,NA,NA,0,6,Bot,3.32,1.49,NA,NA,NA,93.5,2323,49,4,4-Seam Fastball,3,4,3,4
