game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score
2024-04-10,98.4,-2.31,6.08,"Greene, Hunter",668930,668881,strikeout,called_strike,7,L,R,CIN,MIL,S,2,NA,1,2,-0.38,1.8,NA,NA,NA,2,6,Top,3.33,1.5,NA,NA,NA,98.9,2346,45,5,4-Seam Fastball,2,7,7,2
2024-04-10,97.7,-1.99,6.2,"Greene, Hunter",668930,668881,NA,foul,3,L,R,CIN,MIL,S,NA,NA,1,2,0.33,3.14,NA,NA,NA,2,6,Top,3.22,1.49,198,80.3,60,97.6,2404,45,4,4-Seam Fastball,2,7,7,2
2024-04-10,84.8,-2.37,6,"Greene, Hunter",668930,668881,NA,swinging_strike,13,L,R,CIN,MIL,S,NA,NA,1,1,-0.03,0.52,NA,NA,NA,2,6,Top,3.22,1.49,NA,NA,NA,84.7,2517,45,3,Slider,2,7,7,2
2024-04-10,85.5,-2.26,5.99,"Greene, Hunter",668930,668881,NA,swinging_strike,14,L,R,CIN,MIL,S,NA,NA,1,0,0.09,0.98,NA,NA,NA,2,6,Top,3.22,1.49,NA,NA,NA,85.1,2447,45,2,Slider,2,7,7,2
2024-04-10,80.9,-2.09,6.23,"Greene, Hunter",668930,668881,NA,ball,13,L,R,CIN,MIL,B,NA,NA,0,0,-0.09,0.6,NA,NA,NA,2,6,Top,3.19,1.47,NA,NA,NA,80.7,2409,45,1,Curveball,2,7,7,2
2024-04-10,97.3,-2.42,5.95,"Greene, Hunter",687401,668881,field_out,hit_into_play,13,R,R,CIN,MIL,X,6,ground_ball,3,1,-0.97,2.17,NA,NA,NA,1,6,Top,3.36,1.51,35,77.1,-1,97.6,2430,44,5,4-Seam Fastball,2,7,7,2
2024-04-10,97.3,-1.27,6.02,"Cease, Dylan",683737,656302,field_out,hit_into_play,6,L,R,SD,CHC,X,5,popup,3,2,0.7,2.16,NA,NA,NA,2,6,Top,3.05,1.44,171,85,62,97.2,2616,43,6,4-Seam Fastball,4,2,2,4
2024-04-10,97.1,-2.46,6.04,"Greene, Hunter",687401,668881,NA,called_strike,1,R,R,CIN,MIL,S,NA,NA,3,0,-0.36,3.11,NA,NA,NA,1,6,Top,3.46,1.41,NA,NA,NA,97.6,2385,44,4,4-Seam Fastball,2,7,7,2
2024-04-10,NA,NA,NA,"Littell, Zack",621493,641793,single,hit_into_play,NA,R,R,LAA,TB,X,8,line_drive,2,0,NA,NA,NA,NA,545361,1,5,Bot,NA,NA,NA,NA,NA,NA,NA,44,3,NA,1,4,1,4
2024-04-10,97.6,-1.39,6.22,"Cease, Dylan",683737,656302,NA,ball,11,L,R,SD,CHC,B,NA,NA,2,2,-0.35,4.65,NA,NA,NA,2,6,Top,3.21,1.56,NA,NA,NA,97,2597,43,5,4-Seam Fastball,4,2,2,4
2024-04-10,88.9,-1.62,5.78,"Cease, Dylan",683737,656302,NA,ball,14,L,R,SD,CHC,B,NA,NA,1,2,0.18,0.07,NA,NA,NA,2,6,Top,3.09,1.54,NA,NA,NA,89.2,2847,43,4,Slider,4,2,2,4
2024-04-10,91,-0.78,6.08,"Littell, Zack",621493,641793,NA,ball,8,R,R,LAA,TB,B,NA,NA,1,0,-0.16,1.82,NA,NA,545361,1,5,Bot,3.32,1.58,NA,NA,NA,91,1994,44,2,Sinker,1,4,1,4
2024-04-10,81.4,2.14,6.52,"Gomber, Austin",571466,596295,field_out,hit_into_play,8,L,L,COL,AZ,X,4,ground_ball,2,2,0.07,1.47,NA,NA,677942,2,6,Top,3.09,1.46,5,97,-16,83.2,2524,50,5,Slider,3,2,2,3
2024-04-10,85.6,-2.67,5.82,"Greene, Hunter",687401,668881,NA,ball,14,R,R,CIN,MIL,B,NA,NA,2,0,0.71,0.75,NA,NA,NA,1,6,Top,3.49,1.56,NA,NA,NA,85.7,2402,44,3,Slider,2,7,7,2
2024-04-10,91.5,-1.34,6.59,"Stripling, Ross",608369,548389,strikeout,swinging_strike,8,L,R,TEX,OAK,S,2,NA,2,2,-0.11,2.01,NA,NA,NA,2,6,Bot,3.41,1.51,NA,NA,NA,91.3,2164,52,5,Sinker,6,1,6,1
2024-04-10,81.6,2.27,6.43,"Gomber, Austin",571466,596295,NA,swinging_strike,13,L,L,COL,AZ,S,NA,NA,2,1,-0.85,1.22,NA,NA,677942,2,6,Top,3.09,1.46,NA,NA,NA,83.5,2531,50,4,Slider,3,2,2,3
2024-04-10,85.7,-2.39,6.06,"Greene, Hunter",687401,668881,NA,ball,13,R,R,CIN,MIL,B,NA,NA,1,0,-1.5,2.26,NA,NA,NA,1,6,Top,3.29,1.42,NA,NA,NA,85.5,2409,44,2,Slider,2,7,7,2
2024-04-10,87.1,-0.97,6.15,"Littell, Zack",621493,641793,NA,ball,14,R,R,LAA,TB,B,NA,NA,0,0,0.64,1.03,NA,NA,545361,1,5,Bot,3.34,1.6,NA,NA,NA,86.9,2137,44,1,Slider,1,4,1,4
2024-04-10,84.4,-1.33,6,"Cease, Dylan",683737,656302,NA,ball,9,L,R,SD,CHC,B,NA,NA,0,2,0.54,1.5,NA,NA,NA,2,6,Top,3.3,1.58,NA,NA,NA,84.6,2895,43,3,Knuckle Curve,4,2,2,4
2024-04-10,84.6,-1.33,6.65,"Stripling, Ross",608369,548389,NA,ball,13,L,R,TEX,OAK,B,NA,NA,1,2,-1.16,1.4,NA,NA,NA,2,6,Bot,3.47,1.51,NA,NA,NA,85.1,1712,52,4,Changeup,6,1,6,1
2024-04-10,81.1,2.33,6.36,"Gomber, Austin",571466,596295,NA,ball,9,L,L,COL,AZ,B,NA,NA,1,1,0.54,1.5,NA,NA,677942,2,6,Top,3.15,1.45,NA,NA,NA,82.6,2488,50,3,Slider,3,2,2,3
2024-04-10,97.1,-1.41,6.1,"Cease, Dylan",683737,656302,NA,foul,2,L,R,SD,CHC,S,NA,NA,0,1,0.04,2.61,NA,NA,NA,2,6,Top,3.05,1.44,137,83.9,77,97,2554,43,2,4-Seam Fastball,4,2,2,4
2024-04-10,97.9,-2.31,6.3,"Greene, Hunter",687401,668881,NA,ball,11,R,R,CIN,MIL,B,NA,NA,0,0,-1.17,3.29,NA,NA,NA,1,6,Top,3.31,1.46,NA,NA,NA,98.3,2475,44,1,4-Seam Fastball,2,7,7,2
2024-04-10,79.1,-0.92,6.15,"Littell, Zack",545361,641793,single,hit_into_play,6,R,R,LAA,TB,X,7,ground_ball,1,0,0.51,2.41,NA,NA,NA,1,5,Bot,3.48,1.66,22,103.1,-5,78.6,2286,43,2,Sweeper,1,4,1,4
2024-04-10,90,1.7,5.85,"Henry, Tommy",686668,674072,field_out,hit_into_play,2,R,L,COL,AZ,X,8,fly_ball,2,1,-0.06,3.04,NA,NA,NA,2,5,Bot,3.41,1.65,385,97.2,30,90.5,2240,46,4,Sinker,3,2,3,2
2024-04-10,84.6,-1.03,6.84,"Stripling, Ross",608369,548389,NA,foul,9,L,R,TEX,OAK,S,NA,NA,1,1,0.83,1.58,NA,NA,NA,2,6,Bot,3.41,1.51,6,90.2,-16,84.1,2386,52,3,Slider,6,1,6,1
