key_mlbam,name_first,name_last
693819,Kyle,Nevin
NA,Deok-hyeong,Yu
499537,Buddy,Bengel
NA,Max,Bruckner
664987,Joe,Genord
822397,Tim,Reynolds
NA,Johnny,Gilligan
NA,Cody,Csulak
547874,Hisashi,Iwakuma
NA,Kermin,Guardia
809899,Jett,Thielke
NA,Richtter,Castillo
607245,Joseph,Moorefield
NA,Gabe,Berman
500774,Juan,Collado
809514,Luke,Krkovski
607532,Erik,Forgione
572813,Kyle,Dhanani
689572,Knox,Preston
NA,Justin,Holloway
676815,Austin,Crowson
529231,Abel,DeLoera
NA,Nolan,Trabanino
678864,Francis,Grullon
808516,Andres,Valor
446170,Guillermo,Martinez
693915,Syed Ali,Shah
683893,Sang-Hak,Lee
594986,Kyle,Ryan
700082,Jaxson,Crull
685059,Nick,Gonzalez
NA,Frankie,Garcia
815436,Angel,Bolivar
NA,Matteo,Casali
NA,Vinny,Whitenight
673661,Sergio,Ordonez
687009,Jonathan,Tyler
519408,James,Wernke
NA,Phillip,Wilson
822086,Jermel,Ford
600478,Diomedes,Eusebio
NA,Sota,Takano
810892,M. J.,Metz
500160,Eric,Sansouci
NA,Sam,Schmidt
501253,Geison,Aguasviva
684875,Eudrys,Manon
688159,Tyler,Gregg
NA,Chao Jen,Yu
679866,Jesus,Hernandez
502405,Daniel,Faulkner
NA,Alex,Lord
699278,Andres,Centeno
516540,Alon,Leichman
NA,Noah,Sears
NA,Edvin,Irausquin
NA,Christian,Mote
808019,Jhoan,De Los Santos
701472,Cam,Hill
804612,Steven,Strachan
NA,Ryusei,Ogawa
506087,Terufumi,Mishima
676149,Gunnar,Troutwine
602724,Lenny,Pena
NA,Tyler,Fote
469111,Wilton,Noel
NA,Liu Ching,Huang
461404,Brett,Scarpetta
700368,Cristian,Jimenez
694682,Drake,Westcott
NA,Yasuhiro,Ogawa
456894,Matt,Falk
460286,Jeremy,Brown
NA,EJ,Kreutzmann
NA,Daichiro,Ito
NA,Arthur,Heymans
NA,John,Antonpoulos
NA,Jared,Leins
701159,Tyler,Kennedy
605400,Aaron,Nola
NA,Tyler,Adams
502281,Marcus,Hatley
NA,Sam,Spicuzza
NA,Nic,Rush
572097,Andrew,Ruck
NA,Chase,Raymond
NA,Justin,Repasky
809681,Bryan,Reyes
687618,Christian,Hall
681342,Brett,Soulages
824588,Nick,LoBello
NA,Jaedan,Carter
NA,Mike,Mason
NA,Jon,Venters
NA,Masahiro,Harimoto
NA,Christian,Colletti
680969,Mike,Cassala
499519,Joe,Barbosa
NA,Shea,Cucinotta
802401,Jafet,Palma
643582,Christian,Vazquez
NA,Tommy,Kendlinger
622609,Hector,Villarroel
NA,James,Sill
669693,Dax,Roper
NA,Simone,Campazzi
443443,Jacob,Reynolds
502290,Quinton,Marsh
NA,Dan,Zlotnick
679863,Andrew,Gross
NA,Jeremy,Conant
660515,Javier,Cordoba
514108,Mike,DeMark
663721,Logan,Crouse
543116,David,Doss
670470,C. J.,Wright
NA,Jonathan,Carratala
457542,Juan,Portes
NA,Braeden,Smith
673871,Josh,Andrews
593632,Luis,Moreno
NA,Kuo Chien,Chiang
NA,Drew,Peters
812185,Clay,Burdette
NA,Thomas,Onsri
NA,Ryuji,Komago
457829,Matt,Gray
622083,Taylor,Mangum
NA,Sam,Ricotta
NA,Jace,Gilligan
NA,Joong Keun,Cho
822905,Calen,Graham
828011,Carlos,Almonte
NA,David,Castillo
517416,Junior,Rodriguez
469061,Cedric,Robertson
459391,Kevin,Alexander
NA,Yuito,Mori
446559,Matthew,Garnett
NA,Cairo,Murillo
702597,Dom,Krupinski
667305,Meliton,Reyes
678024,Mike,Vasil
447464,Aaron,Gureckis
NA,Yi Hao,Lin
683548,Adriel,Gonzalez
NA,Min Ching,Kao
NA,Enrique,Chevez
489268,Warren,Rosebrock
468513,David,Rivas
473216,Cesar,Quintero
NA,Matt,Guido
686802,Michael,Limoncelli
NA,Trey,Zaffiro
650860,Ronald,Rosario
650750,Gean,Rigby
679882,John,Beller
NA,Hunter,Ham
NA,Drew,Saunier
NA,Brodey,Neveker
499384,Rolando,Pereyra
NA,Timo,Schau
463055,William,Jimenez
666702,Miguel,Roman
814522,Caden,Kendle
NA,Jake,Adams
477554,Carlos,Rodriguez
NA,Marco,Pirruccello
NA,Pete,Leonello
643604,Will,White
692377,Anthony,Rodriguez
702220,Zach,Goree
694026,Alexis,Cruz
NA,Rigoberto,Gómez
684431,Isaac,Hale
642440,Jhonny,Rodriguez
NA,Taylor,Clark
538542,Daijiro,Tanaka
676610,Denny,Brady
801256,Danny,Gonzalez
691776,Josh,Hartle
809213,Ranard,Grace
695242,Nate,Dahle
463624,Diomny,Gaetano
703188,Anthuan,Valencia
661554,Maikel,Sepulveda
453781,Jacob,Pierce
543202,Robert,Gardner
542899,Travis,Babin
680805,Alex,Alders
691494,Jorge,Morales
547987,Yadil,Mujica
NA,David,Nash
606165,Juan,Agostini
689947,Matt,Hargreaves
695547,Andrew,Estrella
467660,Orlando,Guevara
NA,Connor,Ruland
NA,A. J.,Bashaw
455968,Chris,Osentowski
NA,Jacob,Pinc
NA,Yudier,Rondón
531644,Thomas,Miles
630053,James,Mulry
NA,Kyle,Hawes
702377,Justin,Clarke
656665,Seth,Lucio
642495,Alexis,Bastardo
NA,Cody,Costa
701283,Leonardo,Castro
667249,Austin,Haynal
488731,Damon,Brewer
456509,Grant,Richardson
515031,Ismael,Cardona
NA,Phil,Jaskot
808347,Frank,Martinez
NA,Daniel,Reyes
571483,Gus,Benusa
NA,Giovanni,Alessio Vernì
689682,Frankie,Jezioro
667405,Dalton,Brown
NA,Ryan,Deo
606183,Jorge,Diaz
NA,Kirk,Maddox
807488,Brandon,Chorzelewski
NA,Alex,Roy
NA,Anthony,Magliozzi
681963,Conner,Loeprich
687038,Elian,Almanzar
676965,Damon,Olds
NA,Braden,Lawson
499686,Kory,Drew
NA,Reilly,Bubb
NA,Aiden,Pollock
NA,Eugene,Reynosa
821456,Sam,Gerth
621405,Brett,Lilek
689882,Brandon,Buckley
673792,Donovan,Lewis
NA,Grant,Suponchick
593838,Junior,Boni
NA,Myles,Vazquez
805212,Jacob,Galloway
NA,Kevin,Hammon
669803,Jeffri,Ocando
519304,Neftali,Soto
666020,Kai-Wei,Lin
NA,Mitch,Guerrieri
NA,Darrell,Mays
457740,Christopher,Hobdy
606971,Cody,Elliott
NA,Giulio,Monello
694504,Luke,Savage
690182,Kevin,Heinrich
NA,Taisuke,Maruyama
683172,Joe,Naranjo
805029,Jackson,Hilton
NA,Jae Woong,Kim
624780,Adrian,Rivero
NA,Jose,Torralba
690564,Zach,Schneider
692794,Takahiro,Okada
450611,John,Scaglione
NA,Tyler,York
NA,Austin,Norman
NA,Will,Carr
NA,Kendall,Carrillo
693836,Luke,Quick
488971,Matt,Hirsh
680753,Adam,Hackenberg
NA,Koji,Kaneko
NA,Brad,Boegel
NA,Julian,Giroux-Harvey
684464,Jonathon,Arrieta
808345,Wuilberth,Mendez
NA,Brett,Susi
448615,Bryan,Triplett
804580,Brett,Zimmerman
681898,Drew,Mount
571890,Joe,Lewis
NA,AJ,Karosas
NA,Casper,Rammeloo
NA,Javier,Perez
NA,Jonas,Hoebeke
NA,Dario,Sarduy
NA,Yoshi,Conti
545750,Brock,Nehls
NA,Aaron,Kucia
825159,Yunior,Amparo
425564,Francisco,Rosario
NA,Luke,McGee
NA,Robert,Shelton
NA,Ken,Ikeda
NA,Kyle,Edwards
702569,Gabe,Miranda
595853,Jarryd,Sullivan
NA,Travis,Duke
460625,Shane,Hawk
NA,Sam,Rabijns
689747,Antonio,Frias
NA,Ben,Mets
NA,Bailey,Hemphill
450707,Garrett,Young
455098,Eric,Haberer
NA,Zebastian,Valenzuela
NA,Justin,Fox
607322,Mikey,Reynolds
NA,Manuel,Orselli
NA,Trey,Hernandez
643537,Harmen,Sidhu
533083,Kyle,Scott
NA,Bronson,Short
672770,Jeison,Medina
666517,Luvin,Valbuena
657505,Corey,Baptist
499570,Tyler,Brock
467857,Noel,Castillo
NA,John,Hisel
683169,Sean,McLain
804644,Taber,Fast
NA,Jesus,Del Valle
487669,Angel,Echavarria
NA,Kevin,Hager
NA,Tyler,Jackson
NA,Hsien Ming,Yu
685691,Irving,Zazueta
683721,Kelvin,Espino
691068,Michael,Stryffeler
475123,Terrence,Dayleg
NA,Ryuichiro,Akada
NA,Shane,Lake
800718,Cade,Johnson
NA,Lincoln,Juarez
641510,Kory,DeLange
449758,Jose,Escalera
NA,Austin,Goff
685098,Cam,Pearcey
690429,Dylan,Harris
NA,TJ,Gormley
669162,Rickey,Ramirez
NA,Derek,Horton
516992,Randy,Arias
NA,Brayden,Gorecki
456969,Jonathan,Shapland
800673,Avery,Goldensoph
NA,Josh,Caldwell
680603,Siamani,Boekhoudt
457485,Tony,Granadillo
641366,Alex,Black
689901,Nico,Zeglin
NA,Enrique,Perez
489201,Roman,Pena
683988,Railin,Perez
NA,Josh,Ossiander
NA,Austin,Sistrunk
460303,Adam,Kroft
607607,Ryan,Krill
NA,Jake,Leger
801788,Joey,Skov
573105,Jeffrey,Pruitt
811682,Brandon,Jung
657535,Cody,Calloway
NA,Jude,Zern
693900,Norlando,Valle
642679,Emerson,Nelo
806241,Franyel,Diaz
821841,Drew,Vega
NA,Rodrigo,Montenegro
NA,B,Smith
661394,Jose,Benjamin
656490,Keith,Grieshaber
802649,Cooper,Kauffold
688545,Liam,Silvagnoli
NA,Andrew,Lowe
NA,Robby,Campbell
808754,Cam,Walty
NA,Nick,White
606335,Ivan,Piñeyro
642294,Jorge,Baez
NA,Tim,Cashman
607172,Trey,Martin
703156,Tony,Blanco
NA,Brett,Shure
462564,Dan,Uggla
NA,Connor,Hawkins
622226,Dylan,Cozens
528107,Joel,Arias
NA,Matt,Perri
454654,Drew,Saberhagen
NA,Kevin,Faulkner
NA,Joni,Urbaez
643562,Kale,Sumner
628349,Qingyuan,Meng
519088,Oliver,Odle
592429,Eric,Jagielo
530604,Francisco,Ibarra
NA,Andy,Leer
821574,E. J.,Cumbo
810033,Nick,Remy
803383,Noah,Burke
501209,Willy,Mendez
NA,Anderson,Martínez
691513,Roilan,Machandy
NA,Eric,Baker
682119,Levi,Jordan
672715,Luis,Patiño
514708,Renny,Amador
570610,Ponciano,Flores
570499,Antonio,Encarnacion
669647,Chris,Dunn
502053,Jonathan,Negron
NA,Josh,O'Neill
NA,Brandon,Chalk
456955,Mark,Rodrigues
685115,Nick,Parker
673736,Hunter,Huckabee
NA,Shane,Williams
809536,Bryce,Yosko
470424,Randy,Castro
NA,MJ,Lucas
NA,Karlyle,Whitley
NA,Ryosuke,Oguma
NA,Brantley,Johnson
460652,Rudy,Guillen
499579,Luis,Bueno
NA,Justin,McDermott
455115,Jeremiah,Luster
NA,Javier,Miranda
NA,Nick,Smith
808421,Justin,Tamelier
822990,Diego,Barrett
695527,Ian,Daugherty
NA,Chris,Brouwer
NA,Sonny,Potter
NA,Ki-Hyeon,Kim
NA,Cadyn,Schwabe
801052,Jonny,Guzman
454968,Jose,Oyervides
NA,John,Sharpe
800380,Raynerd,Ortega
543665,Ryne,Price
457459,Chris,Goodman
694785,Jeff,Praml
802107,Jesus,Rodriguez
518813,Greg,Holland
NA,Rob,Corsi
808144,Raúl,Leonte
NA,José,Pren
464266,Luis,Brito
NA,Jacob,Young
814439,Ryan,Waldschmidt
821613,Luis,Fragoza
806363,Bryce,Woody
607211,Austin,Diemer
801463,Luifer,Romero
822525,Jaxson,Gore
695068,Landon,Wallace
670436,Mike,Ellenbest
827440,Josue,Silvestre
683147,Chris,Benavides
NA,Steven,Laurence
NA,Leonardo,Alfieri
824760,Austin,Young
NA,Bryce,Marquardt
459870,Shaud,Williams
519318,Spencer,Steedley
666582,Grant,Piccoli
683679,Jesus,Rodriguez
570885,Junior,Nunez
NA,Yu,Matsumoto
NA,Twan,Naessens
595209,Mike,Francisco
543834,Richard,Sullivan
NA,Riku,Kikuchi
NA,Yu Cheng,Wu
459010,Nate,Whitney
553883,Vicente,Campos
NA,Enrique,Lasose
NA,Jake,Gangelhoff
605142,Dante,Bichette
664146,Evan,Bell
NA,Hancel,Delgado
NA,Matthew,Sheppard
458073,Michael,Rutledge
827504,Hector,Salas
663369,Jeremy,Eierman
545866,Johnny,Thompson
NA,Dalton,Mesaris
641967,Angel,Perez
NA,Ryuta,Konno
NA,Johan,Villanueva
800672,Joe,Longo
518805,Mitch,Hodge
804701,Zach,Radigan
825115,Logan,Kreske
NA,David,Barroso
NA,Wilfredo,Aroche
691181,Emmanuel,Rodriguez
451097,Garet,Hill
NA,Aldair,Adamus
663735,Matt,Frisbee
545600,Travis,Fultz
NA,Joe,Torres
NA,Chase,Slone
506918,Dennis,Guinn
NA,Jordan,Williams
673927,Nick,DeTringo
517057,Luis,Carlin
701626,Arielbi,Gonzalez
661382,Derek,Gordon
623473,Sam,Mason
686310,Anyelo,Reyes
NA,Andy,Smithmyer
809935,Tate,Shimao
806198,Cooper,Pratt
544832,Josh,Eachues
NA,Ryan,Burgoyne
NA,Wade,Weinburger
NA,Jeremy,Hallonquist
676641,Beau,Sulser
543078,Matt,Curry
NA,Juan,Pérez
677690,Diosbel,Arias
669177,D. J.,Roberts
NA,Evan,Stermer
NA,Marcus,Judd
NA,Casey,Rodrigue
NA,Ethan,Martinez
681592,Edgar,Escobar
543119,Calvin,Drummond
NA,Colin,Fowich
NA,Jake,Josephs
683032,Valentin,Morales
572966,Cody,Keefer
650330,Erick,Balbuena
489924,David,Parker
468118,Angel,Batista
NA,Cade,Thune
807957,Yassel,Soler
807635,Rafael,Leon
594098,Jorge,Hernandez
NA,Ryan,Sells
NA,Kevin,Long
NA,Tyler,Booth
NA,Phil,Marcantonio
NA,Juan,Familia
572249,Craig,Westcott
661424,Brallan,Medina
665968,Juan,Móta
573066,Christian,Nyberg
NA,Jared,McStine
679116,Garrett,Alexander
800497,Yeison,Garcia
823329,Josue,Valencia
NA,Austin,Teixeira
NA,Jake,Swartout
702612,Levi,Huesman
807795,Taegyu,Lee
685480,Eduard,Monroy
825108,Matt,Goldenbaum
599811,Kazuki,Nishijima
701094,Tom,Josten
NA,David,Tamayo
501532,Humberto,Hodge
593731,Jose,Lopez
467487,Juan,Guzman
571630,Blake,Drake
NA,Idris,Carter
800731,José,Torrealba
683522,Michael,Arias
572406,Sam,Wolff
500730,Roberto,Espinoza
823766,Jimmy,Keenan
657518,Matt,Blackham
NA,Jason,Sweredoski
461436,Barry,Gunther
NA,Colin,Stolly
NA,Isaac,Fernandez
681893,Tyler,Durna
657434,Brian,O'Grady
NA,Seth,Masters
453546,Shawn,Lee
502239,Trevor,Cahill
541584,Luis,Leon
NA,Jared,Burick
806318,Reece,Genter
NA,Phil,Wuellner
543280,Bryan,Harper
453771,Andrew,Wells
NA,Rob,Hamby
800599,Drew,Calloway
544994,Boomer,Potts
469189,Jesus,Rojas
NA,Andrew,Grieder
NA,Lucas,Folmar
665714,Moises,Perez
801936,Zach,Freeman
672719,Jesus,Feliz
660497,Alexito,Feliz
681735,Juan,Loyo
NA,Trae,Harmon
461231,Mike,Galloway
NA,Brayden,Bebee
NA,Matt,Marksbury
693529,Jayden,Sloan
NA,Jose,Bastardo
695676,TJ,Wachter
445996,Manuel,Mercedes
572975,Zach,Kirksey
694514,Sterlin,Thompson
NA,Kurtis,Hultz
802616,Tony,Lindwedel
NA,Kolton,Hicks
NA,Jeff,Amaral
647311,Ben,Pelletier
NA,Sam,Sly
NA,Micah,Larsen
696291,Jordan,McCants
NA,Jacob,Wilson
703716,Anibal,Cervantes
543085,Zack,Dascenzo
543320,Paul,Hoenecke
NA,Justin,Taylor
NA,Hikaru,Yamashita
678600,Adrian,Solano
NA,Christopher,Bianchi
NA,Mark,Reece
NA,Sang In,Moon
656047,Carlos,Hernandez
NA,Louis,Andruzzi
806445,Tanner,Wiggins
NA,Jerrod,Bravo
657894,Antonio,Almonte
502519,Derrick,Walker
NA,Paul,Sheffield
NA,Manuele,Becattini
699127,Luis,Castillo
NA,Micah,Morgan
407872,Jose,Díaz
445153,Darin,Downs
462548,Jason,Stevenson
656522,Zach,Hedges
814803,Logan,Martin
693141,Ja'Kobi,Dasher
NA,Nicolas,Antoine
NA,Braydon,Gray
689417,Cash,Rugely
811572,Dalton,Ponce
621319,Sam,Gillikin
524328,Tyler,Evans
692355,Rajean,Anza
NA,Andrew,Zenner
NA,Robby,Taul
621001,Kal,Simmons
800345,Juan,Baez
NA,Cody,Passmore
499850,Fumi,Ishibashi
489114,Edwin,Mieles
543793,Matt,Smith
NA,Jared,Priestley
447586,Steve,Correa
494164,Paul,Bell
NA,John Paul,Avila
681208,Chris,Weber
694030,Andy,Sosa
805728,Kevin,Stevens
449060,Clay,Rapada
686997,Keniel,De Leon
666837,Takuro,Ito
699791,DeClaudio,Irvin
639373,Gerson,Bautista
NA,Parker,Trewin
NA,AJ,Carter
NA,Sung Hyun,Moon
622722,Derwin,Pomare
692399,Jeremy,Ramos
NA,Brad,O'Connor
NA,Michael,Williams
679936,Daniel,Rivero
455947,Everett,Hancock
803905,Jarren,Purify
814159,Ryan,Bakes
NA,Alex,Valasek
677744,Jesus,Juarez
801865,Justin,Honeycutt
456157,Eduardo,Caraballo
679465,Thowar,Martinez
NA,Dong Ho,Kim
809812,Antony,Aparicio
444136,John,Picco
477392,Luis,Carbajal
NA,Victor,Cerny
435460,Michael,Johnson
800994,Jeissy,De la Cruz
827392,Jace,Hampson
592528,Taylor,Mark
669326,Bryce,Teodosio
642307,Yoel,Gonzalez
670079,Tyler,Beardsley
676307,Will,Reed
823315,Connor,Bartz
591740,Luis,Sucre
607601,Jordan,Kipper
812370,Nate,Price
NA,Adrian,Garrastazu
NA,Camron,Lewis
573058,Heath,Nichols
NA,Jose,Reyes
488740,Jordan,Brown
488958,Steven,Hernandez
657780,Will,Toffey
807394,Yahya,Hasan
649135,Jake,Bowey
628119,Neivy,Pilier
605346,Jack,López
827482,Julio,Guerrero
NA,Logan,Blair
NA,Daniel,Fraga
518786,Rashod,Henry
572767,Adam,Champion
NA,Cameron,Abele
689736,Jacob,Parker
NA,Gianfranco,Messina
642669,Yeison,Medina
685869,Keith,Ezersky
502118,Andrew,Fie
600306,Matt,Rein
808167,Alexander,De Los Santos
NA,Chin Lung,Li
596534,Daniel,Brock
NA,Kameron,Marnon
NA,Mike,Savino
628228,Jesus,Urbina
NA,Alberto,Ricchiardi
NA,Chris,Manning
690163,Emanuel,Fernandez
620932,Arturo,Aldrete
620441,Amaurys,Minier
471864,Julio,Perez
825934,Yerlin,Garcia
822835,Ranse,Radtke
NA,Luca,Accorsi
806300,Jake,Kennealy
642049,Silento,Sayles
453098,Mark,Weinmunson
NA,Nick,Filloramo
502378,Ryan,Davis
644409,Jose,Nunez
NA,Jia-Fong,Lin
646358,Leandro,Linares
664919,Greg,Brodzinski
NA,Nai Wen,Cheng
NA,Stevie,Yuran
473233,Jorge,Sandes
468277,Luis,Cordova
NA,Jonathan,Ovalles
NA,Oscar,Marin
660613,Ronaldo,Hernández
804599,Travis,Holt
514713,Jose,Figuera
699585,Jonathan,Martinez
542355,Daniel,De La Cruz
822630,Matthew,Pena
594755,Paul,Bingham
572919,Jose,Hernandez
800548,Josi,Novas
687178,Cameron,Haskell
826052,Charlie,McDaniel
828602,Jack,Mathey
502248,Daniel,Fournier
NA,Damon,DeJesus
NA,Nate,Rasmussen
NA,Chris,Perez
NA,Matt,Sanchez
685035,Robert,Ramirez
692391,Antoni,Cuello
NA,Baptiste,Dequen
572935,Anthony,Howard
808529,Osvaldo,Heredia
502429,Tyler,Hauschild
NA,Eric,Phillis
690955,Nelson,Berkwich
687289,Cole,Masik
623474,Jimmy,Herget
NA,Elio,Fundora
825133,Luke,Agnew
519334,Bryce,Tafelski
701828,Wyatt,Lunsford-Shenkman
666803,Oliver,Garcia
446246,Abe,Woody
702663,Cooper,Dossett
621200,Dillon,McNamara
NA,John Alan,Kendrick
456679,Justin,O'Bannon
NA,Jae Hoon,Jung
572265,Reggie,Williams
NA,Sam,Wells
808870,Chase,Moseley
543552,Miguel,Moctezuma
812476,Marshall,Hale
800245,Edwin,Gonzalez
NA,Connor,Ostrander
NA,Brady,Womacks
669118,Chris,Cox
800757,Ryan,Brome
NA,Adam,Gadsden
824288,Trey,Peters
NA,Brady,Linkel
NA,Justin,Conant
701056,Josh,Grosz
824292,Michael,Getzinger
NA,Danny,Bullard
517433,Leo,Hernandez
690030,Adrian,Minjares
804256,Trevor,Amburgey
NA,Kyle,Harris
NA,Cam,Walker
NA,Tanner,Froehlich
700334,Edinson,Valdespina
692294,Luis,Gutierrez
448275,Dominic,Carmosino
NA,Jordan,Rogers
NA,Hidetora,Funakoshi
NA,John,Catchmark
807752,Kemuel,Thomas
675853,Jonathan,Soto
686874,Blake,Murray
689820,Eric,Linder
673619,Francisco,Rodriguez
NA,Roland,Thivierge
NA,Matthias,De Baets
801765,Anthony,Rodriguez
605114,Josh,Ake
828981,Nelson,Guerra
NA,Damon,Wesley
NA,Trent,Wilkins
593357,Yeiny,Martinez
672373,Jeferson,Morales
814291,Jacob,Wosinski
NA,Hikaru,Ohta
816242,Colby,Rice
656964,Kevin,Simmons
NA,Nicolas,Maldonado
593819,Yefry,Rivas
594941,Tanner,Murphy
NA,Reid,Long
669705,Yanni,Thanopoulos
NA,Dan,Kolodin
570722,Jose,Castillo
543549,Danny,Miranda
452309,Josh,Rummonds
459965,Stephen,Kahn
450569,Joseph,Friddle
452254,Hunter,Pence
NA,John,Austin
605364,Garrett,Mattlage
NA,Keny,Cruz
503025,Brady,Halverson
542448,Neudy,Clime
643519,Audry,Santana
805009,Yoan,Valdez
613589,Ryan,Otero
807971,Juan,Rosas
658255,Derek,Gibson
543666,Jacob,Priday
544574,Mason,Smith
NA,Erick,Ramirez
688878,Axel,Melendez
700793,Dravin,Barber
450202,Chris,Walston
809389,Randy,Flores
NA,Josh,Milleville
691613,Enmanuel,Feliz
NA,Jake,Kinsell
701586,Caiden,Huber
NA,Tom,Curtin
NA,Nick,Malmberg
641883,M. T.,Minacci
657721,Sheehan,Planas-Arteaga
691702,Boris,Minaya
NA,Cole,Judy
611621,Tom,Dicker
NA,Sawyer,Smith
702463,Aaron,McKeithan
499885,Justus,Kimbrough
660543,Jorge,Acosta
676813,Zane,Gurwitz
694678,Quade,Tomlin
NA,Nick,Snyder
809409,Grant,Harrison
NA,Gibson,Russ
NA,Gabe,Juarez
702318,Chris,Campos
517213,Raldy,Cabrera
NA,Michael,Jahns
NA,Darian,Carpenter
NA,Brandon,Angus
688604,Carlos,Aranda
821964,Will,Gnibus
663661,Anthony,Dahl
681159,Ethan,Wilson
596812,Kris,Marshall
NA,James,Hulbert
519418,Taylor,Whitenton
543154,Anthony,Ferrara
595013,DeMarcus,Tidwell
468510,Oscar,Melendez
693044,Erik,Martinez
NA,Sloan,Ulrich
NA,Rhett,James
686580,Justin,Slaten
NA,Robert,Gallagher
688409,Connor,Lewis
572869,Ryan,Gibson
596301,Dan,Gentzler
NA,Andrew,Towns
681819,Tyler,Smith
NA,Parker,Brunelle
448804,Michael,Hale
543117,Chris,Dove
673069,Oliver,Howitt
800496,Yohander,Linarez
808531,Rudit,Pina
NA,Woo-Ram,Moon
NA,Ty,Garza
NA,Ben,Tharp
571797,Jeff,Hunt
824284,Rece,Schuerman
699929,Will,Cerny
694264,John,Montes
811318,Case,Matter
689832,Josh,Paino
607393,Matt,Lane
456705,Joe,Bauserman
NA,Brady,Emerson
455699,Daniel,Sandoval
703476,Cam,Burgess
NA,Brandon,Bonar
687786,Kenny,Williams
822728,Wyatt,Novara
649808,Angel,Molina
468963,Onix,Mercado
550340,Marco,Quevedo
687916,Jack,Jasiak
462135,Steve,Hammond
NA,Brady,Wilkinson
NA,Chandler,Evans
NA,Sung Kon,Lee
NA,Yuan Chin,Chu
445277,Renzo,Tello
695300,Ray Ray,Douglas
804993,Chase,Mora
476960,Julio,Rivera
592261,Delino,DeShields
NA,Lucas,Wols
NA,Yoendry,Molina
NA,Dominic,Parker-McDonald
669033,Nick,King
501709,Eliel,Sierra
668541,Jean,Polanco
NA,Seiya,Kinami
460346,Edgar,Soto
650490,Yandy,Díaz
608756,Warren,Slack
657896,Yosshel,Hurtado
593670,Rainy,Lara
695355,Jared,Viertel
NA,Zack,Holt
NA,Aidan,Plummer
NA,McClain,Bradley
NA,Ethan,Taylor
671895,Jose,Moreno
NA,Josh,Cruse
670365,Collin,Woody
NA,Rick,Devereaux
657731,Eric,Ramirez
548348,Donnie,Joseph
666717,Edward,Lopez
445151,Brian,Reed
692544,Joe,Elbis
NA,Elia,Rampo
684660,Jake,Kieffer
699604,Tanner,Leggett
689283,Domenic,Boselli
NA,Todd,Schlenkerman
NA,Manuel,Monda
605383,Kellen,Moen
NA,Jaime,Amador
605435,Adam,Ravenelle
622558,Feliberto,Sanchez
NA,Travis,Wiese
593607,Tony,Cordoba
NA,Ethan,Skowronski
NA,Hobie,McClain
687095,Jake,Rice
491637,Jorge,Cruz
502751,Josh,Papelbon
804611,Brandon,Rogers
NA,Sam,Creed
700721,Jesus,Lopez
702729,Jorge,Tartabull
665092,Steve,Mangrum
NA,Eddy,Rodríguez
NA,Robert,Mattei
816260,Bryan,Corral
683282,Brayden,Cust
543727,Robert,Ross
700047,Garret,Zaskoda
NA,Brad,Brooks
450517,Roy,Irle
469792,Mike,Madrid
584691,Jose,Gallego
694930,Carson,Taylor
608736,Jeffry,Santos
694961,Jon,Guardado
605524,Colin,Welmon
464390,Tony,Peralta
686492,Nate,Fassnacht
593738,Eladio,Moronta
500268,Josh,Underhill
NA,Ubaldo,Lopez
608329,Max,Dutto
681147,Jake,Cantleberry
NA,Conner,Hulse
NA,Darmany,Rivas
593970,Abel,De Los Santos
NA,David,Nunez
663845,Alfonso,Rivas
571835,Danny,Keefe
807997,Miguel,Perez
669630,Alex,Brait
NA,Vladislav,Sirbu
NA,Scott,McKenna
NA,Landen,Johnson
607099,Mick,VanVossen
519204,Josh,Roberts
NA,Rene,Ramirez
664869,P. J.,Conlon
801930,Peyton,Basler
646140,Jaron,Long
545461,Taylor,Allen
613593,Tyler,Palmer
642267,Leurys,Vargas
NA,Angel,Perez
824647,Mason,Onate
570709,Abraham,Ramos
NA,Joe,Peluso
676840,Matt,Peacock
NA,Andrew,Motley
800830,Ryan,Hoshaw
NA,Nick,Pappas
592545,Sheldon,McDonald
802108,Juan,Veloz
NA,Young Suk,Jang
465698,Juan,Apodaca
NA,Michael,DiViesti
700816,Matt,Mulhearn
689100,Devin,Peters
699952,Lance,Koch
807329,Federico,Robles
NA,Jordan,Quinn
803035,Riley,Gowens
543353,Gabe,Jacobo
NA,Luca,Scalera
520468,Reidy,Escobar
NA,Roy,Shewmake
688111,Chris,Isbell
502745,Jamie,Niley
457097,Jason,Mann
NA,Ryan,McGowen
695729,Jose,Acuna
NA,Pascal,Zegwaard
NA,Rafael,Ramos
453286,Max,Scherzer
448318,Jason,Knoedler
446144,Nick,Tisone
702112,Hogan,Windish
583451,Ching Ming,Wang
NA,Matteo,Alesso
NA,Khalil,Denson
NA,Zac,Branham
571641,Chris,Edmondson
621068,Riley,Ferrell
685374,Keiner,Alfaro
682728,Luis,Chevalier
NA,Daichi,Akahori
NA,Kenton,Moquete
NA,Tanner,Rempel
NA,Yuki,Matsumoto
516427,Carlos,Reyes
821163,Alejandro,Pereira
595151,Kris,Carlson
NA,Beau,Dorman
607236,Brandon,Culbreth
NA,Tito,Nava
534825,David,Torcise
543663,Dexter,Price
NA,Tannor,Byrd
NA,Hiroto,Ikuyama
621131,Nick,Grant
NA,Glen,Keeton
NA,Shuhei,Yano
687202,Mark,McLaughlin
672726,Luis,Alvarado
450675,Shannon,Wirth
