game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score
2024-03-31,93,-1.48,5.21,"Singer, Brady",668885,663903,field_out,hit_into_play,1,R,R,KC,MIN,X,1,ground_ball,1,2,-0.54,2.84,NA,670242,467793,2,7,Top,3.37,1.53,56,77.1,2,94.6,2240,62,4,Sinker,11,0,0,11
2024-03-31,83.2,-1.42,5.18,"Singer, Brady",668885,663903,NA,ball,14,R,R,KC,MIN,B,NA,NA,0,2,1.5,2.18,NA,670242,467793,2,7,Top,3.2,1.53,NA,NA,NA,85.1,2270,62,3,Slider,11,0,0,11
2024-03-31,87.2,2.37,5.6,"Rogers, Trevor",675961,669432,field_out,hit_into_play,14,R,L,MIA,PIT,X,9,line_drive,1,1,0.86,2.18,NA,NA,669707,2,5,Top,3.42,1.59,254,78.8,29,87.6,1605,46,3,Changeup,6,4,4,6
2024-03-31,86.7,-1.55,5.75,"Fedde, Erick",679529,607200,strikeout,swinging_strike,13,R,R,CWS,DET,S,2,NA,2,2,-0.91,2.19,NA,NA,NA,1,5,Top,3.37,1.55,NA,NA,NA,88,1565,37,5,Changeup,1,2,2,1
2024-03-31,92.8,2.34,5.73,"Rogers, Trevor",675961,669432,NA,ball,11,R,L,MIA,PIT,B,NA,NA,0,1,-0.86,3.07,NA,NA,669707,2,5,Top,3.49,1.71,NA,NA,NA,92.8,2492,46,2,4-Seam Fastball,6,4,4,6
2024-03-31,92.6,-1.39,5.13,"Singer, Brady",668885,663903,NA,called_strike,14,R,R,KC,MIN,S,NA,NA,0,1,0.92,2.08,NA,670242,467793,2,7,Top,3.18,1.52,NA,NA,NA,93.9,2277,62,2,Sinker,11,0,0,11
2024-03-31,92.1,-1.24,5.92,"Fedde, Erick",679529,607200,NA,ball,12,R,R,CWS,DET,B,NA,NA,1,2,0.41,3.86,NA,NA,NA,1,5,Top,3.43,1.6,NA,NA,NA,93.4,1918,37,4,Sinker,1,2,2,1
2024-03-31,91.7,2.28,5.78,"Rogers, Trevor",675961,669432,NA,called_strike,4,R,L,MIA,PIT,S,NA,NA,0,0,-0.29,2.49,NA,NA,669707,2,5,Top,3.42,1.61,NA,NA,NA,92.2,2347,46,1,Sinker,6,4,4,6
2024-03-31,92.1,-1.52,5.2,"Singer, Brady",668885,663903,NA,called_strike,11,R,R,KC,MIN,S,NA,NA,0,0,-0.44,3.43,NA,670242,467793,2,7,Top,3.24,1.53,NA,NA,NA,94,2218,62,1,Sinker,11,0,0,11
2024-03-31,85.7,-1.55,5.56,"France, J.P.",657077,641585,field_out,hit_into_play,3,L,R,HOU,NYY,X,9,fly_ball,3,1,0.49,3.02,NA,NA,NA,1,6,Top,3.51,1.58,232,77.5,47,85.2,2790,42,5,Cutter,1,3,3,1
2024-03-31,92.2,-1.54,5.26,"Singer, Brady",680777,663903,strikeout,swinging_strike,11,R,R,KC,MIN,S,2,NA,2,2,-0.27,3.7,NA,670242,467793,1,7,Top,3.32,1.6,NA,NA,NA,93.5,2334,61,6,Sinker,11,0,0,11
2024-03-31,92.3,2.37,5.84,"Rogers, Trevor",642133,669432,strikeout,swinging_strike,5,L,L,MIA,PIT,S,2,NA,2,2,-0.24,2.78,NA,NA,669707,1,5,Top,3.65,1.7,NA,NA,NA,92.2,2502,45,6,4-Seam Fastball,6,4,4,6
2024-03-31,83.4,-1.64,5.68,"Fedde, Erick",679529,607200,NA,foul,8,R,R,CWS,DET,S,NA,NA,1,1,0.24,2,NA,NA,NA,1,5,Top,3.37,1.55,316,93.4,24,84.3,2308,37,3,Sweeper,1,2,2,1
2024-03-31,91.8,-1.29,5.34,"Singer, Brady",680777,663903,NA,ball,12,R,R,KC,MIN,B,NA,NA,1,2,0.99,4.38,NA,670242,467793,1,7,Top,3.23,1.61,NA,NA,NA,92.8,2445,61,5,4-Seam Fastball,11,0,0,11
2024-03-31,79.6,-1.19,5.4,"France, J.P.",657077,641585,NA,ball,14,L,R,HOU,NYY,B,NA,NA,2,1,1.07,1.19,NA,NA,NA,1,6,Top,3.38,1.56,NA,NA,NA,79.1,1793,42,4,Changeup,1,3,3,1
2024-03-31,92.9,-1.46,5.99,"Fedde, Erick",679529,607200,NA,called_strike,5,R,R,CWS,DET,S,NA,NA,1,0,-0.11,2.71,NA,NA,NA,1,5,Top,3.47,1.67,NA,NA,NA,93.4,1986,37,2,Sinker,1,2,2,1
2024-03-31,85.8,2.36,5.61,"Rogers, Trevor",642133,669432,NA,foul,8,L,L,MIA,PIT,S,NA,NA,2,2,-0.13,1.6,NA,NA,669707,1,5,Top,3.65,1.7,2,71.6,-43,85.8,1578,45,5,Changeup,6,4,4,6
2024-03-31,92.2,-1.36,5.97,"Fedde, Erick",679529,607200,NA,ball,12,R,R,CWS,DET,B,NA,NA,0,0,0.35,3.82,NA,NA,NA,1,5,Top,3.41,1.61,NA,NA,NA,92.8,1948,37,1,Sinker,1,2,2,1
2024-03-31,89.4,-1.41,5.62,"France, J.P.",657077,641585,NA,ball,11,L,R,HOU,NYY,B,NA,NA,1,1,-1.05,4.15,NA,NA,NA,1,6,Top,3.48,1.58,NA,NA,NA,89.3,2216,42,3,4-Seam Fastball,1,3,3,1
2024-03-31,93.2,-1.37,5.19,"Singer, Brady",680777,663903,NA,foul,14,R,R,KC,MIN,S,NA,NA,1,2,0.67,1.46,NA,670242,467793,1,7,Top,3.32,1.6,209,72.8,47,94.6,2294,61,4,Sinker,11,0,0,11
2024-03-31,86.4,2.27,5.73,"Rogers, Trevor",642133,669432,NA,ball,13,L,L,MIA,PIT,B,NA,NA,1,2,-1.28,1.45,NA,NA,669707,1,5,Top,3.74,1.74,NA,NA,NA,86.4,1744,45,4,Changeup,6,4,4,6
2024-03-31,85.8,-1.58,5.25,"Miller, Bryce",671213,682243,field_out,hit_into_play,14,L,R,SEA,BOS,X,4,ground_ball,1,0,0.17,1.55,NA,NA,596115,2,5,Top,3.78,1.75,116,105.1,7,86.7,2556,39,2,Slider,1,4,4,1
2024-03-31,84,-1.56,5.58,"France, J.P.",657077,641585,NA,foul,9,L,R,HOU,NYY,S,NA,NA,1,0,0.3,1.78,NA,NA,NA,1,6,Top,3.51,1.58,6,79.5,-18,83.6,2717,42,2,Cutter,1,3,3,1
