game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score
2024-06-24,88.2,1.04,6.17,"Ragans, Cole",624503,666142,strikeout,swinging_strike,8,L,L,KC,MIA,S,2,NA,2,2,-0.25,1.64,NA,NA,660821,2,6,Top,3.67,1.71,NA,NA,NA,88.5,2734,48,8,Slider,3,1,1,3
2024-06-24,86.3,0.87,6.14,"Ragans, Cole",624503,666142,NA,blocked_ball,13,L,L,KC,MIA,B,NA,NA,1,2,-0.38,0.12,NA,NA,660821,2,6,Top,3.29,1.56,NA,NA,NA,86.7,2108,48,7,Changeup,3,1,1,3
2024-06-24,77,-0.98,5.5,"Waldron, Matt",671277,663362,strikeout,swinging_strike,13,L,R,SD,WSH,S,2,NA,1,2,-1.25,1.77,NA,NA,NA,2,6,Top,3.45,1.66,NA,NA,NA,76.8,283,45,4,Knuckleball,3,2,2,3
2024-06-24,88.1,1.03,6.14,"Ragans, Cole",624503,666142,NA,foul,14,L,L,KC,MIA,S,NA,NA,1,2,0.2,1.23,NA,NA,660821,2,6,Top,3.67,1.71,8,37.8,33,88.4,2694,48,6,Slider,3,1,1,3
2024-06-24,92.6,2.13,6.1,"Steele, Justin",671218,657006,double,hit_into_play,2,R,L,SF,CHC,X,9,fly_ball,2,2,0.16,2.97,NA,NA,605113,1,8,Bot,3.2,1.52,357,101.6,32,93.5,2452,69,8,4-Seam Fastball,2,4,2,4
2024-06-24,82.9,-0.84,5.71,"Waldron, Matt",671277,663362,NA,ball,13,L,R,SD,WSH,B,NA,NA,0,2,-1.12,1.21,NA,NA,NA,2,6,Top,3.37,1.61,NA,NA,NA,82.6,312,45,3,Knuckleball,3,2,2,3
2024-06-24,78.1,-1.32,5.45,"Waldron, Matt",671277,663362,NA,swinging_strike,13,L,R,SD,WSH,S,NA,NA,0,1,-0.59,1.36,NA,NA,NA,2,6,Top,3.45,1.66,NA,NA,NA,77.6,289,45,2,Knuckleball,3,2,2,3
2024-06-24,81,2.08,6.26,"Steele, Justin",671218,657006,NA,ball,13,R,L,SF,CHC,B,NA,NA,1,2,-0.24,1.18,NA,NA,605113,1,8,Bot,3.23,1.37,NA,NA,NA,81.2,2830,69,7,Slider,2,4,2,4
2024-06-24,88.2,1.1,6.17,"Ragans, Cole",624503,666142,NA,foul,7,L,L,KC,MIA,S,NA,NA,1,2,-0.62,1.76,NA,NA,660821,2,6,Top,3.67,1.71,2,63.8,-46,88.7,2665,48,5,Slider,3,1,1,3
2024-06-24,89.7,-1.4,5.46,"Waldron, Matt",671277,663362,NA,called_strike,7,L,R,SD,WSH,S,NA,NA,0,0,-0.71,1.97,NA,NA,NA,2,6,Top,3.51,1.61,NA,NA,NA,90.1,2132,45,1,4-Seam Fastball,3,2,2,3
2024-06-24,95.3,-2.58,5.25,"Peralta, Freddy",669701,642547,strikeout,swinging_strike,1,L,R,MIL,TEX,S,2,NA,3,2,-0.3,3.2,543760,608369,NA,2,5,Top,3.17,1.5,NA,NA,NA,95.7,2421,35,6,4-Seam Fastball,0,2,2,0
2024-06-24,82.7,0.92,6.21,"Ragans, Cole",624503,666142,NA,blocked_ball,13,L,L,KC,MIA,B,NA,NA,0,2,-0.4,0.29,NA,NA,660821,2,6,Top,3.42,1.56,NA,NA,NA,82.8,2775,48,4,Knuckle Curve,3,1,1,3
2024-06-24,83.9,2.12,6.17,"Steele, Justin",671218,657006,NA,foul,5,R,L,SF,CHC,S,NA,NA,1,2,-0.12,2.62,NA,NA,605113,1,8,Bot,3.2,1.52,243,83.6,35,84.2,2641,69,6,Slider,2,4,2,4
2024-06-24,97.5,0.66,6.3,"Ragans, Cole",624503,666142,NA,foul,7,L,L,KC,MIA,S,NA,NA,0,2,-0.29,2.27,NA,NA,660821,2,6,Top,3.67,1.71,254,80.8,44,97.8,2567,48,3,4-Seam Fastball,3,1,1,3
2024-06-24,80.5,-0.89,5.71,"Waldron, Matt",669222,663362,field_out,hit_into_play,5,R,R,SD,WSH,X,6,ground_ball,1,2,0.13,2.61,NA,NA,NA,1,6,Top,3.34,1.54,7,73.4,-18,81,189,44,4,Knuckleball,3,2,2,3
2024-06-24,95.4,-2.51,5.31,"Peralta, Freddy",669701,642547,NA,ball,11,L,R,MIL,TEX,B,NA,NA,2,2,-0.64,4.33,543760,NA,608369,2,5,Top,3.1,1.4,NA,NA,NA,95.8,2435,35,5,4-Seam Fastball,0,2,2,0
2024-06-24,92.4,2.21,6.15,"Steele, Justin",671218,657006,NA,foul,1,R,L,SF,CHC,S,NA,NA,1,2,-0.31,3.1,NA,NA,605113,1,8,Bot,3.2,1.52,268,84.2,40,93.1,2390,69,5,4-Seam Fastball,2,4,2,4
2024-06-24,95.2,0.7,6.24,"Ragans, Cole",624503,666142,NA,foul,5,L,L,KC,MIA,S,NA,NA,0,1,0.18,2.68,NA,NA,660821,2,6,Top,3.67,1.71,206,72.4,27,95.4,2611,48,2,4-Seam Fastball,3,1,1,3
2024-06-24,91.6,2.24,6.18,"Steele, Justin",671218,657006,NA,foul,2,R,L,SF,CHC,S,NA,NA,1,2,-0.25,2.89,NA,NA,605113,1,8,Bot,3.2,1.52,223,72.8,41,92.5,2449,69,4,4-Seam Fastball,2,4,2,4
2024-06-24,72.4,-1.25,5.63,"Bassitt, Chris",665839,605135,field_out,hit_into_play,7,L,R,BOS,TOR,X,5,popup,1,1,-0.78,1.48,NA,646240,807799,2,7,Bot,3.22,1.58,126,62.6,60,72.2,2452,58,3,Curveball,2,6,2,6
2024-06-24,93.7,-2.44,5.14,"Peralta, Freddy",669701,642547,NA,swinging_strike,1,L,R,MIL,TEX,S,NA,NA,2,1,-0.53,2.7,543760,NA,608369,2,5,Top,3.17,1.5,NA,NA,NA,93.9,2388,35,4,4-Seam Fastball,0,2,2,0
2024-06-24,75.8,-1.06,5.61,"Waldron, Matt",669222,663362,NA,swinging_strike,2,R,R,SD,WSH,S,NA,NA,1,1,0.27,3.13,NA,NA,NA,1,6,Top,3.34,1.54,NA,NA,NA,75.4,161,44,3,Knuckleball,3,2,2,3
2024-06-24,92.6,-1.6,5.19,"Bassitt, Chris",665839,605135,NA,called_strike,11,L,R,BOS,TOR,S,NA,NA,1,0,-0.31,3.33,NA,646240,807799,2,7,Bot,3.16,1.5,NA,NA,NA,92.4,2066,58,2,Sinker,2,6,2,6
2024-06-24,82.6,-2.71,5.4,"Houck, Tanner",595281,656557,single,hit_into_play,4,L,R,BOS,TOR,X,8,line_drive,0,0,-0.39,2.39,NA,680718,NA,2,7,Top,3.43,1.59,165,93.7,9,82,2492,49,1,Sweeper,2,1,1,2
2024-06-24,91,2.26,6.12,"Steele, Justin",671218,657006,NA,swinging_strike,1,R,L,SF,CHC,S,NA,NA,1,1,-0.65,2.78,NA,NA,605113,1,8,Bot,3.2,1.52,NA,NA,NA,92,2496,69,3,4-Seam Fastball,2,4,2,4
2024-06-24,88.3,1.29,6.14,"Ragans, Cole",624503,666142,NA,foul,6,L,L,KC,MIA,S,NA,NA,0,0,0.41,2.58,NA,NA,660821,2,6,Top,3.67,1.71,2,66.7,-49,88.8,2653,48,1,Slider,3,1,1,3
2024-06-24,79.9,-1.26,5.41,"Waldron, Matt",669222,663362,NA,called_strike,9,R,R,SD,WSH,S,NA,NA,1,0,0.4,1.52,NA,NA,NA,1,6,Top,3.51,1.58,NA,NA,NA,80.4,2257,44,2,Sweeper,3,2,2,3
2024-06-24,94.4,-2.75,5.2,"Peralta, Freddy",669701,642547,NA,ball,11,L,R,MIL,TEX,B,NA,NA,1,1,-0.62,3.48,543760,NA,608369,2,5,Top,3.09,1.36,NA,NA,NA,94.7,2381,35,3,4-Seam Fastball,0,2,2,0
2024-06-24,83.4,-1.99,5.44,"Mize, Casey",592206,663554,strikeout,called_strike,6,R,R,DET,PHI,S,2,NA,3,2,0.64,2.31,547180,NA,664761,0,5,Top,3.61,1.69,NA,NA,NA,85,2204,37,6,Slider,0,4,4,0
2024-06-24,84.7,0.87,6.16,"Ragans, Cole",672640,666142,field_out,hit_into_play,6,R,L,KC,MIA,X,9,fly_ball,1,2,0.81,2.26,NA,NA,660821,1,6,Top,3.23,1.49,313,89.1,29,84.5,2187,47,4,Changeup,3,1,1,3
2024-06-24,94.1,-2.76,5.07,"Peralta, Freddy",669701,642547,NA,ball,11,L,R,MIL,TEX,B,NA,NA,0,1,-1.08,4.12,543760,NA,608369,2,5,Top,3.09,1.42,NA,NA,NA,94.4,2399,35,2,4-Seam Fastball,0,2,2,0
2024-06-24,92.6,-2.32,5.61,"Houck, Tanner",672386,656557,field_out,hit_into_play,13,R,R,BOS,TOR,X,5,ground_ball,1,1,-1.38,2.06,NA,NA,680718,1,7,Top,3.1,1.49,2,54,-50,92.4,2103,48,3,Sinker,2,1,1,2
2024-06-24,95.5,-1.6,5.7,"Mize, Casey",592206,663554,NA,foul,7,R,R,DET,PHI,S,NA,NA,3,1,-0.55,1.84,547180,NA,664761,0,5,Top,3.84,1.84,3,89.2,-28,97.1,2077,37,5,Sinker,0,4,4,0
2024-06-24,90.5,2.18,6.25,"Steele, Justin",671218,657006,NA,swinging_strike,12,R,L,SF,CHC,S,NA,NA,1,0,0.46,3.45,NA,NA,605113,1,8,Bot,3.2,1.52,NA,NA,NA,91,2383,69,2,4-Seam Fastball,2,4,2,4
2024-06-24,88.4,-1.31,5.47,"Waldron, Matt",669222,663362,NA,ball,14,R,R,SD,WSH,B,NA,NA,0,0,1.9,2.38,NA,NA,NA,1,6,Top,3.4,1.7,NA,NA,NA,88.7,1871,44,1,Sinker,3,2,2,3
2024-06-24,94,-1.57,5.35,"Bassitt, Chris",665839,605135,NA,ball,13,L,R,BOS,TOR,B,NA,NA,0,0,-1.93,2.31,NA,646240,807799,2,7,Bot,3.19,1.54,NA,NA,NA,94.3,2039,58,1,Sinker,2,6,2,6
2024-06-24,78.7,-1.45,5.4,"Waldron, Matt",660688,663362,field_out,hit_into_play,5,L,R,SD,WSH,X,7,fly_ball,0,0,-0.22,1.99,NA,NA,NA,0,6,Top,3.06,1.38,281,82.3,32,78.9,2152,43,1,Sweeper,3,2,2,3
2024-06-24,84.2,-2.34,5.43,"Houck, Tanner",672386,656557,NA,ball,14,R,R,BOS,TOR,B,NA,NA,0,1,1.37,1.74,NA,NA,680718,1,7,Top,2.74,1.31,NA,NA,NA,84.3,2593,48,2,Sweeper,2,1,1,2
2024-06-24,84.1,-1.92,5.39,"Mize, Casey",592206,663554,NA,ball,14,R,R,DET,PHI,B,NA,NA,2,1,2.2,0.85,547180,NA,664761,0,5,Top,3.74,1.87,NA,NA,NA,84.9,2300,37,4,Slider,0,4,4,0
2024-06-24,88.1,1.01,6.16,"Ragans, Cole",672640,666142,NA,ball,11,R,L,KC,MIA,B,NA,NA,0,2,-1.39,3.08,NA,NA,660821,1,6,Top,3.02,1.42,NA,NA,NA,88.4,2680,47,3,Slider,3,1,1,3
2024-06-24,80.6,2.25,6.33,"Steele, Justin",671218,657006,NA,ball,12,R,L,SF,CHC,B,NA,NA,0,0,0.84,3.3,NA,NA,605113,1,8,Bot,3.2,1.46,NA,NA,NA,80.2,2607,69,1,Slider,2,4,2,4
2024-06-24,89.7,-2.71,5,"Peralta, Freddy",669701,642547,NA,swinging_strike,8,L,R,MIL,TEX,S,NA,NA,0,0,0.07,1.82,543760,NA,608369,2,5,Top,3.17,1.5,NA,NA,NA,90.5,1508,35,1,Changeup,0,2,2,0
